Batch_len,AVG_DELAY_0,AVG_DELAY_1000,AVG_DELAY_10000,AVG_DELAY_20000,AVG_DELAY_30000,AVG_DELAY_40000,AVG_DELAY_50000,AVG_DELAY_60000,AVG_DELAY_70000,Model,Dataset
9906,0.9179351698023404,0.9159091958122652,0.9111983440282216,0.9192367015694468,0.918282977940448,0.9169620512507916,0.9102513847392764,0.9203337369961764,0.9137259431179346,ARF,AGR_g
10169,0.912266505237688,0.9127637136407916,0.9063691126507682,0.9153367481908332,0.9142976097197438,0.9155075780823786,0.9073227887427954,0.9156760952454364,0.910405048586284,ARF,AGR_g
10153,0.8934761488241685,0.8956897480946382,0.8901796746437164,0.8991048390390894,0.8997271291810787,0.8981379717642352,0.8904991928170887,0.901363685848618,0.8955889666043363,ARF,AGR_g
10026,0.8505172312526614,0.8597989395262357,0.8601460985552678,0.864723616315973,0.8659669311298865,0.8646829014832896,0.85818901864953,0.8672425481439907,0.8631281842577945,ARF,AGR_g
9999,0.8050642823485367,0.8213175499646832,0.8173287917516934,0.8205707942852494,0.8215067290819645,0.820834253152681,0.8151201108149073,0.8236011756033615,0.820738116484883,ARF,AGR_g
10051,0.7643436780253078,0.7722917807372345,0.7626270465547864,0.7555185454400764,0.7548247050186463,0.7498903222702215,0.7480891166567336,0.758161620963302,0.7547251352041353,ARF,AGR_g
10054,0.7612774592998081,0.7632328298087939,0.7274629306249265,0.7002515130043517,0.6928434626544593,0.6821533784846908,0.6815621414302107,0.6897942173712519,0.6883024333339778,ARF,AGR_g
9993,0.8389209685450639,0.843893546613397,0.7618008442271171,0.672675725483674,0.6567928760712237,0.6222102472077822,0.6186065037287476,0.6308005569031456,0.6288838713147724,ARF,AGR_g
9854,0.923822133162528,0.9180704184607288,0.8722231388201866,0.7328082261102333,0.6769270713487285,0.6137616938516459,0.5878255901800573,0.5877960483625618,0.5913200722557441,ARF,AGR_g
9950,0.9628065676657038,0.9570143436788154,0.9506456219215182,0.8905498146354259,0.7429942111963076,0.6497082127850842,0.5902614991283364,0.5672425105717002,0.5657216069385085,ARF,AGR_g
10195,0.974463094031544,0.9703541113487504,0.9711031669688196,0.9631791718769134,0.8614495232136443,0.744044788910763,0.6406872101649391,0.5842689823043328,0.5580702942018474,ARF,AGR_g
9913,0.9846456665287264,0.9828868807094276,0.9836182480604936,0.9832210942902468,0.9705729381065932,0.8646354168905857,0.7257964026147165,0.6294148873263664,0.5905630256131846,ARF,AGR_g
10056,0.988006620377846,0.9876137835717672,0.986836699433116,0.9859106583799264,0.9857158902888568,0.9701886202005734,0.8439300759113949,0.7670603521394836,0.6432088556702318,ARF,AGR_g
10016,0.9875491159002956,0.9874411641050898,0.9877941798608424,0.9860850318602202,0.9859582412388804,0.9838384307304042,0.9641832859790248,0.8975670074271997,0.7338963837695194,ARF,AGR_g
10015,0.9907527997629952,0.9908133929325263,0.9905990583303405,0.9891349897791744,0.9896013020220292,0.9897903328982904,0.988738317060988,0.9762445603477212,0.9032431480454852,ARF,AGR_g
10018,0.9899822661361544,0.9894456500384043,0.9894176121873336,0.9887349731918108,0.9890659996729382,0.9888039719477848,0.9871274608012706,0.988458759153499,0.9766979003272273,ARF,AGR_g
10048,0.9910011371633188,0.9905557176540352,0.9904641241441436,0.9901496015100988,0.9906962343700196,0.990720348284877,0.9889404444193414,0.9901514672138682,0.989418578947542,ARF,AGR_g
9956,0.9915813513964422,0.9913891666437882,0.9918042069009044,0.991167646727498,0.9920524198343416,0.9916928753008932,0.9907147073368384,0.9921263322748424,0.9911775964394096,ARF,AGR_g
9857,0.9916064444620888,0.9918161772549464,0.9916929618290672,0.9908266342976192,0.9917176270111304,0.991689748071112,0.990587545667113,0.9919790982868628,0.9914014662230558,ARF,AGR_g
9959,0.9900611538124592,0.9896189431671109,0.990326885455442,0.9892698442956106,0.9898613348516055,0.9901821966757256,0.9891446488751964,0.9904641323348038,0.9896183401986548,ARF,AGR_g
9910,0.9905788586247132,0.9895817203446848,0.9903291103434834,0.9897580290853396,0.9900622428714878,0.99015193060435,0.9893030615624868,0.9909620514179286,0.9900322079571928,ARF,AGR_g
9974,0.9900498505309866,0.9899731795120724,0.9901310160224034,0.9893896875547072,0.990034475316914,0.9900135744392476,0.9894456375764435,0.9908661629438938,0.9897006940841302,ARF,AGR_g
9763,0.9915857494318072,0.9910634731495356,0.9913655952516236,0.990582227416514,0.9914948509001325,0.99147142149691,0.9910493853152562,0.9918245986259516,0.9912447143258888,ARF,AGR_g
10022,0.9893160649590692,0.9892651415648306,0.9893210092495414,0.9893061382621992,0.9895255490516196,0.9888919562170504,0.9890840130542328,0.9901102470174448,0.9890911757501158,ARF,AGR_g
10063,0.9860246033031,0.9866647678394962,0.9869036987822158,0.9857101155895268,0.9869462838792222,0.9864498330510096,0.9861114063233848,0.9878512977425152,0.9866516496557513,ARF,AGR_g
9896,0.9826434842783616,0.9837485487803624,0.9827242750423616,0.9832753620903432,0.9829268676825158,0.9825892875404412,0.9828237751434814,0.9833223247139166,0.9831354472960204,ARF,AGR_g
10010,0.9735827595184444,0.9724185405782336,0.9738123469096366,0.9743739186312274,0.973812850812737,0.9742287967505672,0.9736100416561756,0.9744512382094156,0.974850229333509,ARF,AGR_g
9875,0.9506563755704648,0.9504274268659152,0.9515768951494542,0.9521448773109864,0.9505581526475512,0.9541674833661372,0.9519622698247164,0.9523658729518676,0.954679606993911,ARF,AGR_g
9982,0.9159741381858136,0.9145418649528382,0.9149010286595513,0.9100862322608898,0.9109598520051786,0.906784355611006,0.9082104355436134,0.9117751551605962,0.914387166504906,ARF,AGR_g
9763,0.865720515713543,0.865094812503984,0.8585636989334902,0.8544272109183623,0.8528338135126039,0.8540494385632391,0.8493268477685938,0.8478496754246704,0.8629644424858498,ARF,AGR_g
9971,0.8098829136563048,0.8067340236044926,0.7833485618356111,0.7725276746181726,0.7564063707524364,0.7628267999915774,0.7525045537340619,0.751044087101508,0.7767947643660864,ARF,AGR_g
10027,0.7736975991761156,0.7751809140328546,0.7495118331242758,0.7182852345017835,0.6944706623637168,0.6832958176752723,0.6703502154341096,0.6690180986517753,0.7015710219349826,ARF,AGR_g
10017,0.8005823662534022,0.8073789748202108,0.7831659062880149,0.720963580015732,0.6535383272032711,0.6401001887447922,0.620765510908842,0.6100191090709651,0.6473821359012393,ARF,AGR_g
9938,0.8393685258830887,0.842052387694157,0.8207047875987296,0.7872811254994708,0.6825536029594497,0.6173311059765776,0.5790538349648688,0.5571935172581691,0.6061440561751235,ARF,AGR_g
10024,0.8756134029158383,0.8886662847715426,0.8669826921638568,0.8420406710815982,0.7822305197520022,0.6470565922133034,0.5903492844809844,0.5361516081940741,0.5701287964523531,ARF,AGR_g
9850,0.8918944188302391,0.905214339955812,0.8967633727991069,0.888191496327953,0.8440970251550434,0.7898427777920423,0.6528584994162713,0.5830643407362766,0.5726855278051552,ARF,AGR_g
9986,0.901077533132572,0.9124560336405768,0.9015960571395588,0.904442221975889,0.8845412740751003,0.8439799455475975,0.7906012251836458,0.6310113060000653,0.588229781627394,ARF,AGR_g
9998,0.9108209551270304,0.917643919156772,0.9112650308916344,0.9108666120601544,0.9085324015290368,0.8911110794545158,0.8653577291332888,0.7725699715006449,0.6405322964572706,ARF,AGR_g
9965,0.9151392089215924,0.9194849807724964,0.9205056929790296,0.91353490073374,0.9134940534187952,0.9142242153851908,0.8989100977147326,0.8680329995612746,0.7932831144484195,ARF,AGR_g
9921,0.9112718464968526,0.9161450788228972,0.916568428298612,0.9121434117816232,0.9098688697274894,0.9111696557497032,0.9118999403198248,0.8828155593487215,0.8830042369528049,ARF,AGR_g
9923,0.9119491438417218,0.9154741641815988,0.9160045173921376,0.9131195297476984,0.9132724559893588,0.9095986767650388,0.9074898571943766,0.9067948069808964,0.9111767170261824,ARF,AGR_g
9974,0.922498941425877,0.9247347072318556,0.9259313404441116,0.9241349836888132,0.9213827631335364,0.9213168993296216,0.9115329371921116,0.9171057393127704,0.9285182646310896,ARF,AGR_g
10035,0.9139838643287516,0.9179065327920488,0.9188689019776876,0.9161848450824848,0.9154068760611206,0.91536129186548,0.9053439401791608,0.911310619477256,0.9184609276135312,ARF,AGR_g
10080,0.9148149996670576,0.9184769203428946,0.9190369126235828,0.9148378212941836,0.9148415188308988,0.9159224557596276,0.9049616150974548,0.9118087276418428,0.9140207144776816,ARF,AGR_g
9890,0.9191547791423108,0.9232653690194648,0.923985944138574,0.9201680327796108,0.9214660287922832,0.9226996942125364,0.9112053180000004,0.9171589900100324,0.9215843421168628,ARF,AGR_g
10185,0.9160141083708746,0.920790538248906,0.9206308294278932,0.9173423268073506,0.9192416421130704,0.91913435847741,0.9095614985465752,0.9133594280394328,0.9211004795465096,ARF,AGR_g
10154,0.9168627718853756,0.9207608984046052,0.920756398233984,0.9174494807827824,0.9202995738999016,0.9196192877532144,0.9113249400951386,0.914063868969936,0.922868375479976,ARF,AGR_g
9904,0.9129816995221862,0.9180047523715082,0.9172513924841988,0.914313254984358,0.9154424017278752,0.917325670226644,0.9092232370635028,0.9098497026201576,0.9180127530873688,ARF,AGR_g
9959,0.9108406834298202,0.9146126525586614,0.9143577421514948,0.912688445166898,0.9129865802611208,0.9151615279617158,0.9076979041768448,0.907645030335414,0.9155563367393904,ARF,AGR_g
9890,0.913163997088422,0.917312082294315,0.9178638051722036,0.9148989774583411,0.916171168593826,0.9161923654688215,0.9113625145635252,0.911186527228684,0.9197648868042776,ARF,AGR_g
10101,0.919447513702104,0.924315993912916,0.9232373870472514,0.920632806176687,0.9217771896364856,0.9233961301055856,0.9180215445872634,0.9164659238746014,0.9244943027455022,ARF,AGR_g
10108,0.9189551095462236,0.9236273033824762,0.923573276742204,0.9209803702780716,0.922980580273468,0.922370487321406,0.9173244483714992,0.9173108981566174,0.9249228616825476,ARF,AGR_g
10199,0.9134933549983024,0.9168961024669148,0.9169248126870772,0.9143095234830072,0.9158303268578676,0.916397467577868,0.9118771500669108,0.9098545337487048,0.919599577555992,ARF,AGR_g
9982,0.9089314540478292,0.9145212578141844,0.9129471693825064,0.909722562687484,0.9132909221220176,0.913683251527196,0.9077137928016714,0.9082786617613168,0.914123201271293,ARF,AGR_g
9911,0.92040117078336,0.9240341189538628,0.9237289821991456,0.9209480898625656,0.9218007053126672,0.9234906052558692,0.9188765148652336,0.9192523020387452,0.9240074619044624,ARF,AGR_g
9929,0.9157331682714368,0.9191979321145932,0.9180943785109048,0.91642067707314,0.9173965656238604,0.9177253016104068,0.9138221293393708,0.9136322128350955,0.9185198046316844,ARF,AGR_g
9998,0.4961402615521081,0.5028232696279255,0.5049710628288928,0.5048751523021712,0.5049070049693021,0.5048866659720053,0.5049200671179517,0.5048843214816324,0.5049129905555474,LB,AGR_g
10050,0.5117705937814224,0.5011059342663704,0.5029025577455344,0.5118642296297322,0.5112800158463915,0.5111865359673213,0.511113985438852,0.5112510677506935,0.5112235404153671,LB,AGR_g
10103,0.5114865900383142,0.5022285786051328,0.5029866499998591,0.5026328660900686,0.5061877897892242,0.5057239461060413,0.5057616102223973,0.5059009121324576,0.5058971882742072,LB,AGR_g
9927,0.5007168718852124,0.497291794363132,0.5024916579919451,0.4934528735944344,0.5034737616289756,0.5014414086859865,0.5022145681307286,0.5018622106201337,0.5018760635339794,LB,AGR_g
10133,0.5014164361149404,0.5045367047959003,0.4923627703773345,0.4936388154784903,0.4896286105049732,0.5056892430411684,0.5178634262039983,0.5183148721579652,0.5182011427685481,LB,AGR_g
10011,0.5028193633877471,0.4940978228876971,0.4887751328634748,0.5020453751794554,0.4960338137820411,0.4932084626239347,0.5059923290978314,0.5078396689308675,0.5084092097594303,LB,AGR_g
9959,0.5054549399129952,0.4984010227719625,0.4995755170993835,0.4962842421201308,0.4995555264469683,0.5052716079194186,0.509226335454213,0.5044655505093215,0.5052825760874825,LB,AGR_g
9972,0.4971452948809519,0.5044999478895984,0.5026759053932417,0.5038144553140225,0.4979629112414493,0.4981479332225766,0.5131054483837331,0.5056534497004251,0.4970292853802264,LB,AGR_g
10075,0.5006697772059621,0.4983464846435921,0.4976896274001053,0.50483268081651,0.5064229433581084,0.4928396267615271,0.4989889856140064,0.4937856109820591,0.4914918861878595,LB,AGR_g
10030,0.4891088903520244,0.4946780242830342,0.5048440846874109,0.5144554016060058,0.4982000850152262,0.4967003117478773,0.500457577136445,0.5080521381617885,0.5065162790363902,LB,AGR_g
10063,0.4908502428814554,0.4966091649255359,0.5008383947685457,0.5025240525465955,0.4995043113803232,0.5101846501019203,0.4961319993640709,0.5037781049686187,0.5038699581895725,LB,AGR_g
9942,0.5076011263576632,0.5090832132715668,0.5096662240379927,0.5025918445004299,0.5109669678726009,0.4976539552610494,0.4927983350556641,0.5056190965997387,0.4993083026681428,LB,AGR_g
9841,0.5022420396625724,0.506992817701476,0.5006140588220092,0.5042918587656047,0.5073648085268121,0.4934778902296749,0.5104793253660339,0.4973426586153684,0.5029939064596076,LB,AGR_g
9862,0.4982195222507408,0.5027249743487959,0.5088363290907564,0.5045311560993231,0.4952933528176065,0.5005751600979175,0.5044126717862564,0.499112262551349,0.5066978510601731,LB,AGR_g
10116,0.5311671045795294,0.5177150421373293,0.5150659068350143,0.5072372663723538,0.5040525867267355,0.4988314708244111,0.507008269540453,0.5016519663728761,0.5154295186829309,LB,AGR_g
10227,0.5284343032080081,0.5370642644777683,0.5275764188649081,0.5139267639416351,0.505394228026969,0.5015185386076477,0.4993209741863333,0.4937378455961415,0.5028156194488235,LB,AGR_g
10063,0.5532130402061711,0.5497487333101059,0.5434892085172699,0.5298592898383232,0.5151524318328877,0.5158111525851616,0.5264422772743498,0.5019372650388246,0.5069794370711006,LB,AGR_g
9969,0.564346648056911,0.5552972479831555,0.5583840043227819,0.5597970439655853,0.53199767063934,0.5149131388300231,0.5058163322290349,0.5102042166128671,0.513540108079731,LB,AGR_g
10181,0.5802499697731086,0.5732318271588841,0.5622567415420385,0.5593191090377533,0.5521673707283348,0.5369696839791036,0.5147925253936754,0.5049767741528143,0.521871274381979,LB,AGR_g
10036,0.5816262093955089,0.5796295580731972,0.5829227957064975,0.5721870871749772,0.5693056036628718,0.5588273506200503,0.5551201493544792,0.5209855750313921,0.5206977089678652,LB,AGR_g
9925,0.6044039502257202,0.5959412204484485,0.5862338563109071,0.5912440458737421,0.5771082165095698,0.5739885215508884,0.5534321542605376,0.5600695719453235,0.5224973057062325,LB,AGR_g
10149,0.5861850499092002,0.5889553321085499,0.6029913416903293,0.5834100747516036,0.5968385760871712,0.5857088674410127,0.5797460023979174,0.5592080381204236,0.5476452953743256,LB,AGR_g
